company_permalink,company_name,company_category_code,company_country_code,company_state_code,company_region,company_city,investor_permalink,investor_name,investor_category_code,investor_country_code,investor_state_code,investor_region,investor_city,funding_round_type,funded_at,funded_month,funded_quarter,funded_year,raised_amount_usd,id
"/company/achievers",Achievers,software,USA,CA,SF Bay,San Francisco,/financial-organization/ontario-venture-capital-fund,Ontario Venture Capital Fund,,CAN,,Toronto,Toronto,venture,9/19/11,2011-09,2011-Q3,2011.0,1.4E7,49785
"/company/achievers",Achievers,software,USA,CA,SF Bay,San Francisco,/financial-organization/laurence-capital,Laurence Capital,,CAN,,Waterloo,"Waterloo, ON",venture,9/19/11,2011-09,2011-Q3,2011.0,1.4E7,40747
"/company/achievers",Achievers,software,USA,CA,SF Bay,San Francisco,/financial-organization/grandbanks-capital,GrandBanks Capital,,USA,MA,Boston,Wellesley,venture,9/19/11,2011-09,2011-Q3,2011.0,1.4E7,30811
"/company/achievers",Achievers,software,USA,CA,SF Bay,San Francisco,/financial-organization/relay-ventures,Relay Ventures,,USA,CA,SF Bay,Menlo Park,venture,9/19/11,2011-09,2011-Q3,2011.0,1.4E7,54309
"/company/adroll-semantic-sugar-inc",AdRoll,advertising,USA,CA,SF Bay,San Francisco,/financial-organization/foundation-capital,Foundation Capital,,USA,CA,SF Bay,Menlo Park,series-b,7/11/12,2012-07,2012-Q3,2012.0,1.5E7,27856
"/company/apartmentlist",Apartment List,web,USA,CA,SF Bay,San Francisco,/financial-organization/matrix-partners,Matrix Partners,,USA,CA,SF Bay,Palo Alto,series-a,11/20/13,2013-11,2013-Q4,2013.0,1.5E7,43123
"/company/adroll-semantic-sugar-inc",AdRoll,advertising,USA,CA,SF Bay,San Francisco,/financial-organization/merus-capital,Merus Capital,,USA,CA,SF Bay,Palo Alto,series-b,7/11/12,2012-07,2012-Q3,2012.0,1.5E7,44205
"/company/adroll-semantic-sugar-inc",AdRoll,advertising,USA,CA,SF Bay,San Francisco,/financial-organization/accel-partners,Accel Partners,,USA,CA,SF Bay,Palo Alto,series-b,7/11/12,2012-07,2012-Q3,2012.0,1.5E7,7910
"/company/alphabet-energy",Alphabet Energy,cleantech,USA,CA,SF Bay,San Francisco,/financial-organization/tpg-biotech,TPG Biotech,,USA,CA,SF Bay,San Francisco,series-b,3/11/13,2013-03,2013-Q1,2013.0,1.6E7,64596
"/company/alphabet-energy",Alphabet Energy,cleantech,USA,CA,SF Bay,San Francisco,/financial-organization/calcef-clean-energy-angel-fund,CalCEF Clean Energy Angel Fund,,USA,CA,SF Bay,San Francisco,series-b,3/11/13,2013-03,2013-Q1,2013.0,1.6E7,16653
"/company/alphabet-energy",Alphabet Energy,cleantech,USA,CA,SF Bay,San Francisco,/financial-organization/claremont-creek-ventures,Claremont Creek Ventures,,USA,CA,SF Bay,Oakland,series-b,3/11/13,2013-03,2013-Q1,2013.0,1.6E7,18810
"/company/alphabet-energy",Alphabet Energy,cleantech,USA,CA,SF Bay,San Francisco,/company/encana,EnCana,enterprise,CAN,,Calgary,"Calgary, AB",series-b,3/11/13,2013-03,2013-Q1,2013.0,1.6E7,1646
"/company/altius-education",Altius Education,education,USA,CA,SF Bay,San Francisco,/financial-organization/maveron,Maveron,,USA,WA,Seattle,Seattle,series-b,11/17/10,2010-11,2010-Q4,2010.0,1.86E7,43223
"/company/altius-education",Altius Education,education,USA,CA,SF Bay,San Francisco,/financial-organization/charles-river-ventures,Charles River Ventures,,USA,MA,Boston,Cambridge,series-b,11/17/10,2010-11,2010-Q4,2010.0,1.86E7,18159
"/company/altius-education",Altius Education,education,USA,CA,SF Bay,San Francisco,/financial-organization/spark-capital,Spark Capital,,USA,MA,Boston,Boston,series-b,11/17/10,2010-11,2010-Q4,2010.0,1.86E7,60065
"/company/aravo-solutions-inc",Aravo Solutions,enterprise,USA,CA,SF Bay,San Francisco,/person/tony-mayer,Tony Mayer,,,,unknown,,series-c+,11/24/09,2009-11,2009-Q4,2009.0,1.9E7,83255
"/company/aravo-solutions-inc",Aravo Solutions,enterprise,USA,CA,SF Bay,San Francisco,/person/stephen-friedman,Stephen Friedman,,,,unknown,,series-c+,11/24/09,2009-11,2009-Q4,2009.0,1.9E7,82428
"/company/aravo-solutions-inc",Aravo Solutions,enterprise,USA,CA,SF Bay,San Francisco,/financial-organization/big-sky-partners,Big Sky Partners,,USA,CA,SF Bay,Sausalito,series-c+,11/24/09,2009-11,2009-Q4,2009.0,1.9E7,15016
"/company/appdynamics",AppDynamics,software,USA,CA,SF Bay,San Francisco,/financial-organization/greylock,Greylock Partners,,USA,CA,SF Bay,Menlo Park,series-c+,1/17/12,2012-01,2012-Q1,2012.0,2.0E7,31475
"/company/appdynamics",AppDynamics,software,USA,CA,SF Bay,San Francisco,/financial-organization/lightspeed-venture-partners,Lightspeed Venture Partners,,USA,CA,SF Bay,Menlo Park,series-c+,1/17/12,2012-01,2012-Q1,2012.0,2.0E7,41639
"/company/appdynamics",AppDynamics,software,USA,CA,SF Bay,San Francisco,/financial-organization/kleiner-perkins-caufield-byers,Kleiner Perkins Caufield & Byers,,USA,CA,SF Bay,Menlo Park,series-c+,1/17/12,2012-01,2012-Q1,2012.0,2.0E7,40018
"/company/autonomic-technologies",Autonomic Technologies,medical,USA,CA,SF Bay,San Francisco,/financial-organization/interwest-partners,InterWest Partners,,USA,CA,SF Bay,Menlo Park,series-b,5/22/09,2009-05,2009-Q2,2009.0,2.0E7,37091
"/company/atom-entertainment",Atom Entertainment,games_video,USA,CA,SF Bay,San Francisco,/financial-organization/waterview-partners,WaterView Partners,,,,unknown,,series-a,3/1/01,2001-03,2001-Q1,2001.0,2.29E7,68727
"/company/atom-entertainment",Atom Entertainment,games_video,USA,CA,SF Bay,San Francisco,/financial-organization/sequoia-capital,Sequoia Capital,,USA,CA,SF Bay,Menlo Park,series-a,3/1/01,2001-03,2001-Q1,2001.0,2.29E7,56922
"/company/atom-entertainment",Atom Entertainment,games_video,USA,CA,SF Bay,San Francisco,/company/macromedia,Macromedia,software,USA,CA,SF Bay,San Francisco,series-a,3/1/01,2001-03,2001-Q1,2001.0,2.29E7,2960
"/company/atom-entertainment",Atom Entertainment,games_video,USA,CA,SF Bay,San Francisco,/company/intel,Intel,hardware,USA,CA,SF Bay,Santa Clara,series-a,3/1/01,2001-03,2001-Q1,2001.0,2.29E7,2553
"/company/atom-entertainment",Atom Entertainment,games_video,USA,CA,SF Bay,San Francisco,/financial-organization/arts-alliance-ventures,Arts Alliance Ventures,,GBR,,London,London,series-a,3/1/01,2001-03,2001-Q1,2001.0,2.29E7,11144
"/company/angellist",AngelList,other,USA,CA,SF Bay,San Francisco,/financial-organization/ludlow-ventures-llc,Ludlow Ventures,,USA,MI,Detroit,Detroit,venture,9/22/13,2013-09,2013-Q3,2013.0,2.4E7,42204
"/company/angellist",AngelList,other,USA,CA,SF Bay,San Francisco,/financial-organization/promus-ventures,Promus Ventures,,USA,IL,Chicago,Chicago,venture,9/22/13,2013-09,2013-Q3,2013.0,2.4E7,52940
"/company/angellist",AngelList,other,USA,CA,SF Bay,San Francisco,/company/kauffman-foundation,Kauffman Foundation,finance,USA,MO,Kansas City,Kansas City,venture,9/22/13,2013-09,2013-Q3,2013.0,2.4E7,2746
"/company/angellist",AngelList,other,USA,CA,SF Bay,San Francisco,/financial-organization/kleiner-perkins-caufield-byers,Kleiner Perkins Caufield & Byers,,USA,CA,SF Bay,Menlo Park,venture,9/22/13,2013-09,2013-Q3,2013.0,2.4E7,40142
"/company/angellist",AngelList,other,USA,CA,SF Bay,San Francisco,/financial-organization/lakestar,Lakestar,,USA,,United States - Other,,venture,9/22/13,2013-09,2013-Q3,2013.0,2.4E7,40507
"/company/angellist",AngelList,other,USA,CA,SF Bay,San Francisco,/person/marc-andreessen,Marc Andreessen,,,,unknown,,venture,9/22/13,2013-09,2013-Q3,2013.0,2.4E7,78094
"/company/angellist",AngelList,other,USA,CA,SF Bay,San Francisco,/financial-organization/500-startups,500 Startups,,USA,CA,SF Bay,Mountain View,venture,9/22/13,2013-09,2013-Q3,2013.0,2.4E7,7154
"/company/angellist",AngelList,other,USA,CA,SF Bay,San Francisco,/financial-organization/rothenberg-ventures,Rothenberg Ventures,,USA,CA,SF Bay,San Francisco,venture,9/22/13,2013-09,2013-Q3,2013.0,2.4E7,55224
"/company/angellist",AngelList,other,USA,CA,SF Bay,San Francisco,/financial-organization/expansion-venture-capital,Expansion Venture Capital,,USA,NY,New York,New York,venture,9/22/13,2013-09,2013-Q3,2013.0,2.4E7,25547
"/company/angellist",AngelList,other,USA,CA,SF Bay,San Francisco,/financial-organization/social-leverage,Social Leverage,,USA,AZ,Phoenix,Phoenix,venture,9/22/13,2013-09,2013-Q3,2013.0,2.4E7,59252
"/company/angellist",AngelList,other,USA,CA,SF Bay,San Francisco,/financial-organization/emerge,Emerge,,BEL,,Brussels,Brussels,venture,9/22/13,2013-09,2013-Q3,2013.0,2.4E7,24468
"/company/angellist",AngelList,other,USA,CA,SF Bay,San Francisco,/financial-organization/draper-fisher-jurvetson,Draper Fisher Jurvetson (DFJ),,USA,CA,SF Bay,Menlo Park,venture,9/22/13,2013-09,2013-Q3,2013.0,2.4E7,23248
"/company/angellist",AngelList,other,USA,CA,SF Bay,San Francisco,/person/max-levchin,Max Levchin,,,,unknown,,venture,9/22/13,2013-09,2013-Q3,2013.0,2.4E7,78768
"/company/angellist",AngelList,other,USA,CA,SF Bay,San Francisco,/financial-organization/crunchfund,CrunchFund,,USA,CA,SF Bay,San Francisco,venture,9/22/13,2013-09,2013-Q3,2013.0,2.4E7,20865
"/company/angellist",AngelList,other,USA,CA,SF Bay,San Francisco,/financial-organization/google-ventures,Google Ventures,,USA,CA,SF Bay,Mountain View,venture,9/22/13,2013-09,2013-Q3,2013.0,2.4E7,30704
"/company/angellist",AngelList,other,USA,CA,SF Bay,San Francisco,/person/mitch-kapor,Mitch Kapor,,,,unknown,,venture,9/22/13,2013-09,2013-Q3,2013.0,2.4E7,79367
"/company/angellist",AngelList,other,USA,CA,SF Bay,San Francisco,/person/nicolai-wadstrom,Nicolai Wadstrom,,,,unknown,,venture,9/22/13,2013-09,2013-Q3,2013.0,2.4E7,79643
"/company/angellist",AngelList,other,USA,CA,SF Bay,San Francisco,/financial-organization/stage-one-capital,Stage One Capital,,USA,TX,SF Bay,San Francisco,venture,9/22/13,2013-09,2013-Q3,2013.0,2.4E7,60544
"/company/angellist",AngelList,other,USA,CA,SF Bay,San Francisco,/financial-organization/atlas-venture,Atlas Venture,,USA,MA,Boston,Cambridge,venture,9/22/13,2013-09,2013-Q3,2013.0,2.4E7,11789
"/company/achievers",Achievers,software,USA,CA,SF Bay,San Francisco,/financial-organization/grandbanks-capital,GrandBanks Capital,,USA,MA,Boston,Wellesley,series-c+,9/28/11,2011-09,2011-Q3,2011.0,2.45E7,30812
"/company/achievers",Achievers,software,USA,CA,SF Bay,San Francisco,/financial-organization/ontario-venture-capital-fund,Ontario Venture Capital Fund,,CAN,,Toronto,Toronto,series-c+,9/28/11,2011-09,2011-Q3,2011.0,2.45E7,49786
"/company/achievers",Achievers,software,USA,CA,SF Bay,San Francisco,/financial-organization/sequoia-capital,Sequoia Capital,,USA,CA,SF Bay,Menlo Park,series-c+,9/28/11,2011-09,2011-Q3,2011.0,2.45E7,57266
"/company/achievers",Achievers,software,USA,CA,SF Bay,San Francisco,/financial-organization/relay-ventures,Relay Ventures,,USA,CA,SF Bay,Menlo Park,series-c+,9/28/11,2011-09,2011-Q3,2011.0,2.45E7,54310
"/company/aria-systems",Aria Systems,enterprise,USA,CA,SF Bay,San Francisco,/financial-organization/tugboat-ventures,Tugboat Ventures,,USA,CA,SF Bay,Palo Alto,series-c+,2/1/11,2011-02,2011-Q1,2011.0,2.72E7,65661
"/company/aria-systems",Aria Systems,enterprise,USA,CA,SF Bay,San Francisco,/financial-organization/venrock,Venrock,,USA,CA,SF Bay,Palo Alto,series-c+,2/1/11,2011-02,2011-Q1,2011.0,2.72E7,67208
"/company/aria-systems",Aria Systems,enterprise,USA,CA,SF Bay,San Francisco,/financial-organization/hummer-winblad-venture-partners,Hummer Winblad Venture Partners,,USA,CA,SF Bay,San Francisco,series-c+,2/1/11,2011-02,2011-Q1,2011.0,2.72E7,33764
"/company/aria-systems",Aria Systems,enterprise,USA,CA,SF Bay,San Francisco,/financial-organization/interwest-partners,InterWest Partners,,USA,CA,SF Bay,Menlo Park,series-c+,2/1/11,2011-02,2011-Q1,2011.0,2.72E7,37165
"/company/asana",Asana,software,USA,CA,SF Bay,San Francisco,/financial-organization/andreessen-horowitz,Andreessen Horowitz,,USA,CA,SF Bay,Menlo Park,series-b,7/23/12,2012-07,2012-Q3,2012.0,2.8E7,10193
"/company/asana",Asana,software,USA,CA,SF Bay,San Francisco,/person/peter-thiel,Peter Thiel,,,,unknown,,series-b,7/23/12,2012-07,2012-Q3,2012.0,2.8E7,80417
"/company/asana",Asana,software,USA,CA,SF Bay,San Francisco,/financial-organization/benchmark-2,Benchmark,,USA,CA,SF Bay,Menlo Park,series-b,7/23/12,2012-07,2012-Q3,2012.0,2.8E7,14438
"/company/asana",Asana,software,USA,CA,SF Bay,San Francisco,/financial-organization/founders-fund,Founders Fund,,USA,CA,SF Bay,San Francisco,series-b,7/23/12,2012-07,2012-Q3,2012.0,2.8E7,28254
"/company/automattic",Automattic,web,USA,CA,SF Bay,San Francisco,/financial-organization/radar-partners,Radar Partners,,USA,CA,SF Bay,Palo Alto,series-b,1/1/08,2008-01,2008-Q1,2008.0,2.95E7,53658
"/company/automattic",Automattic,web,USA,CA,SF Bay,San Francisco,/financial-organization/true-ventures,True Ventures,,USA,CA,SF Bay,Palo Alto,series-b,1/1/08,2008-01,2008-Q1,2008.0,2.95E7,65339
"/company/automattic",Automattic,web,USA,CA,SF Bay,San Francisco,/financial-organization/polaris-partners,Polaris Partners,,USA,MA,Boston,Waltham,series-b,1/1/08,2008-01,2008-Q1,2008.0,2.95E7,52150
"/company/automattic",Automattic,web,USA,CA,SF Bay,San Francisco,/company/newyorktimes,New York Times,news,USA,NY,New York,New York,series-b,1/1/08,2008-01,2008-Q1,2008.0,2.95E7,3462
"/company/audentes-therapeutics",Audentes Therapeutics,biotech,USA,CA,SF Bay,San Francisco,/financial-organization/5am-ventures,5AM Ventures,,USA,CA,SF Bay,Menlo Park,series-a,7/18/13,2013-07,2013-Q3,2013.0,3.0E7,7248
"/company/audentes-therapeutics",Audentes Therapeutics,biotech,USA,CA,SF Bay,San Francisco,/financial-organization/orbimed-advisors,OrbiMed Advisors,,USA,NY,New York,New York,series-a,7/18/13,2013-07,2013-Q3,2013.0,3.0E7,50005
"/company/audentes-therapeutics",Audentes Therapeutics,biotech,USA,CA,SF Bay,San Francisco,/financial-organization/versant-ventures,Versant Ventures,,USA,CA,SF Bay,Menlo Park,series-a,7/18/13,2013-07,2013-Q3,2013.0,3.0E7,67693
"/company/anaplan",Anaplan,enterprise,USA,CA,SF Bay,San Francisco,/financial-organization/meritech-capital-partners,Meritech Capital Partners,,USA,CA,SF Bay,Palo Alto,series-c+,3/5/13,2013-03,2013-Q1,2013.0,3.3E7,44136
"/company/anaplan",Anaplan,enterprise,USA,CA,SF Bay,San Francisco,/financial-organization/shasta-ventures,Shasta Ventures,,USA,CA,SF Bay,Menlo Park,series-c+,3/5/13,2013-03,2013-Q1,2013.0,3.3E7,57887
"/company/anaplan",Anaplan,enterprise,USA,CA,SF Bay,San Francisco,/financial-organization/granite-ventures,Granite Ventures,,USA,CA,SF Bay,San Francisco,series-c+,3/5/13,2013-03,2013-Q1,2013.0,3.3E7,30903
"/company/aria-systems",Aria Systems,enterprise,USA,CA,SF Bay,San Francisco,/financial-organization/bain-capital-ventures,Bain Capital Ventures,,USA,MA,Boston,Boston,series-c+,11/19/13,2013-11,2013-Q4,2013.0,4.0E7,12748
"/company/aria-systems",Aria Systems,enterprise,USA,CA,SF Bay,San Francisco,/financial-organization/interwest-partners,InterWest Partners,,USA,CA,SF Bay,Menlo Park,series-c+,11/19/13,2013-11,2013-Q4,2013.0,4.0E7,37243
"/company/aria-systems",Aria Systems,enterprise,USA,CA,SF Bay,San Francisco,/financial-organization/hummer-winblad-venture-partners,Hummer Winblad Venture Partners,,USA,CA,SF Bay,San Francisco,series-c+,11/19/13,2013-11,2013-Q4,2013.0,4.0E7,33789
"/company/aria-systems",Aria Systems,enterprise,USA,CA,SF Bay,San Francisco,/company/vmware,VMware,software,USA,CA,SF Bay,Palo Alto,series-c+,11/19/13,2013-11,2013-Q4,2013.0,4.0E7,5769
"/company/aria-systems",Aria Systems,enterprise,USA,CA,SF Bay,San Francisco,/financial-organization/tugboat-ventures,Tugboat Ventures,,USA,CA,SF Bay,Palo Alto,series-c+,11/19/13,2013-11,2013-Q4,2013.0,4.0E7,65673
"/company/aria-systems",Aria Systems,enterprise,USA,CA,SF Bay,San Francisco,/financial-organization/venrock,Venrock,,USA,CA,SF Bay,Palo Alto,series-c+,11/19/13,2013-11,2013-Q4,2013.0,4.0E7,67271
"/company/appdynamics",AppDynamics,software,USA,CA,SF Bay,San Francisco,/financial-organization/greylock,Greylock Partners,,USA,CA,SF Bay,Menlo Park,series-c+,1/23/13,2013-01,2013-Q1,2013.0,5.0E7,31525
"/company/anki",Anki,hardware,USA,CA,SF Bay,San Francisco,/financial-organization/index-ventures,Index Ventures,,GBR,,London,London,venture,6/1/13,2013-06,2013-Q2,2013.0,5.0E7,35319
"/company/appdynamics",AppDynamics,software,USA,CA,SF Bay,San Francisco,/financial-organization/lightspeed-venture-partners,Lightspeed Venture Partners,,USA,CA,SF Bay,Menlo Park,series-c+,1/23/13,2013-01,2013-Q1,2013.0,5.0E7,41680
"/company/appdynamics",AppDynamics,software,USA,CA,SF Bay,San Francisco,/financial-organization/institutional-venture-partners,Institutional Venture Partners,,USA,CA,SF Bay,Menlo Park,series-c+,1/23/13,2013-01,2013-Q1,2013.0,5.0E7,36286
"/company/anki",Anki,hardware,USA,CA,SF Bay,San Francisco,/financial-organization/andreessen-horowitz,Andreessen Horowitz,,USA,CA,SF Bay,Menlo Park,venture,6/1/13,2013-06,2013-Q2,2013.0,5.0E7,10266
"/company/anki",Anki,hardware,USA,CA,SF Bay,San Francisco,/financial-organization/two-sigma-ventures,Two Sigma Ventures,,,,unknown,,venture,6/1/13,2013-06,2013-Q2,2013.0,5.0E7,65784
"/company/appdynamics",AppDynamics,software,USA,CA,SF Bay,San Francisco,/financial-organization/kleiner-perkins-caufield-byers,Kleiner Perkins Caufield & Byers,,USA,CA,SF Bay,Menlo Park,series-c+,1/23/13,2013-01,2013-Q1,2013.0,5.0E7,40088
"/company/appirio",Appirio,enterprise,USA,CA,SF Bay,San Francisco,/financial-organization/general-atlantic,General Atlantic,,USA,CT,New York,Greenwich,series-c+,3/15/12,2012-03,2012-Q1,2012.0,6.0E7,29227
"/company/appirio",Appirio,enterprise,USA,CA,SF Bay,San Francisco,/financial-organization/sequoia-capital,Sequoia Capital,,USA,CA,SF Bay,Menlo Park,series-c+,3/15/12,2012-03,2012-Q1,2012.0,6.0E7,57285
"/company/appirio",Appirio,enterprise,USA,CA,SF Bay,San Francisco,/financial-organization/ggv-capital,GGV Capital,,USA,CA,SF Bay,Menlo Park,series-c+,3/15/12,2012-03,2012-Q1,2012.0,6.0E7,29708
"/company/airbnb",Airbnb,travel,USA,CA,SF Bay,San Francisco,/financial-organization/crunchfund,CrunchFund,,USA,CA,SF Bay,San Francisco,series-b,7/25/11,2011-07,2011-Q3,2011.0,1.12E8,20767
"/company/airbnb",Airbnb,travel,USA,CA,SF Bay,San Francisco,/person/jeff-bezos,Jeff Bezos,,,,unknown,,series-b,7/25/11,2011-07,2011-Q3,2011.0,1.12E8,75971
"/company/airbnb",Airbnb,travel,USA,CA,SF Bay,San Francisco,/person/ashton-kutcher,Ashton Kutcher,,,,unknown,,series-b,7/25/11,2011-07,2011-Q3,2011.0,1.12E8,71148
"/company/airbnb",Airbnb,travel,USA,CA,SF Bay,San Francisco,/financial-organization/digital-sky-technologies-fo,Digital Sky Technologies,,RUS,,Moscow,Moscow,series-b,7/25/11,2011-07,2011-Q3,2011.0,1.12E8,22387
"/company/airbnb",Airbnb,travel,USA,CA,SF Bay,San Francisco,/financial-organization/general-catalyst-partners,General Catalyst Partners,,USA,MA,Boston,Cambridge,series-b,7/25/11,2011-07,2011-Q3,2011.0,1.12E8,29358
"/company/airbnb",Airbnb,travel,USA,CA,SF Bay,San Francisco,/financial-organization/andreessen-horowitz,Andreessen Horowitz,,USA,CA,SF Bay,Menlo Park,series-b,7/25/11,2011-07,2011-Q3,2011.0,1.12E8,10127
"/company/airbnb",Airbnb,travel,USA,CA,SF Bay,San Francisco,/person/ashton-kutcher,Ashton Kutcher,,,,unknown,,series-c+,11/1/12,2012-11,2012-Q4,2012.0,2.0E8,71170
"/company/airbnb",Airbnb,travel,USA,CA,SF Bay,San Francisco,/financial-organization/sequoia-capital,Sequoia Capital,,USA,CA,SF Bay,Menlo Park,series-c+,11/1/12,2012-11,2012-Q4,2012.0,2.0E8,57384
"/company/airbnb",Airbnb,travel,USA,CA,SF Bay,San Francisco,/financial-organization/founders-fund,Founders Fund,,USA,CA,SF Bay,San Francisco,series-c+,11/1/12,2012-11,2012-Q4,2012.0,2.0E8,28290
"/company/airbnb",Airbnb,travel,USA,CA,SF Bay,San Francisco,/financial-organization/crunchfund,CrunchFund,,USA,CA,SF Bay,San Francisco,series-c+,11/1/12,2012-11,2012-Q4,2012.0,2.0E8,20870
